UserID,CodeID,Duration,TimeTotal,Correct,Answer,TimeStamp,rank
15,41,19528,23390,T,21,"2016-04-08 01:58:50",62
15,52,35095,39586,T,2,"2016-04-08 01:59:30",63
15,108,46353,81839,F,"","2016-04-08 02:00:52",64
15,28,18864,33672,T,6,"2016-04-08 02:01:26",65
15,4,14033,38407,T,true,"2016-04-08 02:02:05",66
15,12,23999,36035,T,true,"2016-04-08 02:02:41",67
15,72,10762,38870,T,"2 1","2016-04-08 02:03:21",68
15,64,20056,24498,T,"7 7","2016-04-08 02:03:46",69
15,93,20637,24459,T,v,"2016-04-08 02:04:10",70
15,124,27390,35605,T,10,"2016-04-08 02:04:46",71
15,114,28327,32931,T,8,"2016-04-08 02:05:20",72
15,57,14419,18267,T,false,"2016-04-08 02:05:38",73
15,77,50476,96232,F,"3 6","2016-04-08 02:07:15",74
15,33,43399,47810,T,6,"2016-04-08 02:08:42",76
15,17,29651,33270,T,"false 1","2016-04-08 02:09:16",77
15,106,8009,11207,T,23,"2016-04-08 02:09:28",78
15,3,16898,20183,F,false,"2016-04-08 02:09:48",79
15,54,30058,38981,T,1,"2016-04-08 02:10:28",80
15,99,9526,13165,T,1,"2016-04-08 02:10:41",81
15,90,57403,62731,F,5,"2016-04-08 02:11:44",82
15,11,14469,18148,T,true,"2016-04-08 02:12:03",83
4,38,31092,31092,T,126,"2016-03-29 18:27:38",21
16,115,10581,10581,T,1,"2016-04-09 01:22:46",0
16,16,20452,20452,T,"true 1","2016-04-09 01:23:07",1
16,79,22427,22427,F,"2 10","2016-04-09 01:23:30",2
16,69,45093,50503,T,"4 5","2016-04-09 01:24:21",3
16,55,51624,56559,T,true,"2016-04-09 01:25:18",4
16,1,32360,32360,F,true,"2016-04-09 01:25:51",5
16,50,15705,15705,T,1,"2016-04-09 01:26:07",6
16,92,14214,14214,T,b,"2016-04-09 01:26:22",7
16,122,13042,13042,T,4,"2016-04-09 01:26:36",8
16,38,20024,20024,T,126,"2016-04-09 01:26:56",9
16,20,40860,40860,T,"6 -1","2016-04-09 01:27:38",10
16,97,12786,12786,T,2,"2016-04-09 01:27:51",11
16,104,5201,5201,T,g,"2016-04-09 01:27:57",12
16,85,62388,62388,T,"2 0","2016-04-09 01:29:00",13
16,74,22069,22069,T,true,"2016-04-09 01:29:23",14
16,119,19755,19755,F,261,"2016-04-09 01:29:43",15
16,46,13944,13944,T,1,"2016-04-09 01:29:57",16
16,9,12076,12076,T,true,"2016-04-09 01:30:10",17
16,114,27176,27176,T,8,"2016-04-09 01:30:38",18
16,82,17946,17946,T,"2 7","2016-04-09 01:30:56",19
16,95,39117,39117,F,ss,"2016-04-09 01:31:36",20
16,31,21349,21349,F,3,"2016-04-09 01:31:58",21
16,4,14248,14248,T,true,"2016-04-09 01:32:29",23
16,121,7182,7182,F,2,"2016-04-09 01:32:37",24
16,13,21036,21036,T,"3 5","2016-04-09 01:32:58",25
16,98,19365,19365,T,2,"2016-04-09 01:33:18",26
16,61,38058,38058,T,"2 1","2016-04-09 01:33:57",27
16,87,49872,49872,F,0,"2016-04-09 01:34:47",28
16,26,4447,4447,T,5,"2016-04-09 01:34:53",29
16,7,5817,5817,T,0,"2016-04-09 01:34:59",30
16,75,7862,7862,T,false,"2016-04-09 01:35:08",31
16,109,6061,6061,T,3,"2016-04-09 01:35:14",32
16,91,21553,21553,T,e,"2016-04-09 01:35:36",33
16,49,21743,21743,T,1,"2016-04-09 01:35:59",34
16,81,32835,32835,F,"1 5","2016-04-09 01:36:32",35
16,3,6748,6748,T,true,"2016-04-09 01:36:39",36
16,116,6108,6108,T,2,"2016-04-09 01:36:46",37
16,126,11935,11935,T,9,"2016-04-09 01:36:59",38
16,57,10811,10811,T,false,"2016-04-09 01:37:10",39
16,37,10019,10019,F,126,"2016-04-09 01:37:20",40
16,14,11794,11794,T,"3 5","2016-04-09 01:37:33",41
16,67,15606,15606,F,abcdef,"2016-04-09 01:37:49",42
16,8,8229,8229,T,6,"2016-04-09 01:37:58",43
16,108,22417,46851,F,0xdd,"2016-04-09 01:38:45",44
16,64,14318,14318,T,"7 7","2016-04-09 01:39:00",45
16,22,8190,8190,T,"true 1","2016-04-09 01:39:09",46
16,25,7976,7976,T,5,"2016-04-09 01:39:17",47
16,32,9356,9356,T,9,"2016-04-09 01:39:27",48
16,102,5600,5600,T,0,"2016-04-09 01:39:33",49
16,44,12529,12529,F,bcdef,"2016-04-09 01:39:47",50
16,2,19566,19566,T,false,"2016-04-09 01:40:07",51
16,86,25718,28246,T,"4 0","2016-04-09 01:40:36",52
16,125,19322,19322,T,7,"2016-04-09 01:40:56",53
16,80,12456,12456,T,"6 8","2016-04-09 01:41:29",55
16,15,10181,10181,T,"true 1","2016-04-09 01:41:40",56
16,76,8901,8901,T,false,"2016-04-09 01:41:49",57
16,107,29767,37247,F,221,"2016-04-09 01:42:27",58
16,19,28326,28326,T,"3 1","2016-04-09 01:42:56",59
16,63,21382,21382,T,"7 7","2016-04-09 01:43:18",60
16,56,12741,12741,T,true,"2016-04-09 01:43:31",61
16,101,9135,9135,T,0,"2016-04-09 01:43:41",62
16,96,12519,12519,T,e,"2016-04-09 01:43:54",63
16,68,14284,14284,F,abcdef,"2016-04-09 01:44:09",64
16,10,6411,6411,T,true,"2016-04-09 01:44:16",65
16,33,25774,25774,T,6,"2016-04-09 01:44:42",66
16,110,4385,4385,F,2,"2016-04-09 01:44:47",67
16,28,5379,5379,T,6,"2016-04-09 01:44:54",68
16,52,16015,16015,T,2,"2016-04-09 01:45:10",69
16,45,9201,9201,T,2,"2016-04-09 01:45:20",70
16,120,12287,12287,T,32,"2016-04-09 01:45:33",71
16,103,5799,5799,F,104,"2016-04-09 01:45:40",72
16,62,13404,13404,T,"2 1","2016-04-09 01:45:53",73
16,58,14202,14202,T,false,"2016-04-09 01:46:08",74
16,21,11533,11533,T,"true 1","2016-04-09 01:46:20",75
16,88,53725,53725,F,5,"2016-04-09 01:47:15",76
16,73,6335,6335,T,true,"2016-04-09 01:47:22",77
16,70,14959,14959,T,"4 5","2016-04-09 01:47:38",78
16,34,14265,14265,T,6,"2016-04-09 01:47:52",79
16,113,20200,20200,T,7,"2016-04-09 01:48:13",80
16,27,6709,6709,T,4,"2016-04-09 01:48:21",81
16,51,19454,19454,T,2,"2016-04-09 01:48:41",82
16,43,12849,12849,T,def,"2016-04-09 01:48:54",83
17,3,43676,43676,T,true\n,"2016-04-09 15:46:52",0
17,105,30089,30089,T,11,"2016-04-09 15:47:23",1
17,94,43807,43807,T,d,"2016-04-09 15:48:07",2
17,16,37746,37746,T,"true 1","2016-04-09 15:48:46",3
17,10,21748,21748,T,true,"2016-04-09 15:49:08",4
17,71,71482,71482,F,"1 2","2016-04-09 15:50:20",5
17,99,18299,18299,T,1,"2016-04-09 15:50:39",6
17,33,49944,49944,T,6,"2016-04-09 15:51:29",7
17,66,39727,39727,F,"6 6","2016-04-09 15:52:10",8
17,111,65507,65507,T,"5 3","2016-04-09 15:53:16",9
17,77,38051,38051,F,"0 9","2016-04-09 15:53:54",10
17,118,99952,99952,T,4,"2016-04-09 15:55:35",11
17,88,173630,173630,F,6,"2016-04-09 15:58:29",12
17,59,51204,51204,T,true,"2016-04-09 15:59:21",13
17,124,48492,68506,T,10,"2016-04-09 16:01:22",15
17,15,41418,46481,T,"true 1","2016-04-09 16:02:09",16
17,95,33909,157683,F,"dereferencing a non-pointer","2016-04-09 16:04:47",17
17,23,30541,33827,T,"1 4","2016-04-09 16:05:22",18
17,72,25637,25637,T,"2 1","2016-04-09 16:05:48",19
17,101,15446,15446,T,0,"2016-04-09 16:06:04",20
17,53,24449,33519,F,0,"2016-04-09 16:06:38",21
17,35,35578,38224,T,"2 2","2016-04-09 16:07:17",22
17,46,34664,34664,T,1,"2016-04-09 16:07:52",23
17,30,21839,21839,T,9.00000000,"2016-04-09 16:08:14",24
17,75,17947,17947,T,false,"2016-04-09 16:08:33",25
17,114,53632,53632,T,8,"2016-04-09 16:09:27",26
17,117,40433,40433,T,4,"2016-04-09 16:10:08",27
17,108,30188,30188,T,0,"2016-04-09 16:10:39",28
17,4,21695,21695,T,true,"2016-04-09 16:11:01",29
17,17,26450,26450,T,"false 1","2016-04-09 16:11:28",30
17,81,137754,178445,F,"1 5","2016-04-09 16:14:27",31
17,21,24312,24312,T,"true 1","2016-04-09 16:14:52",32
17,89,49612,90131,T,2,"2016-04-09 16:16:23",33
17,65,37041,37041,F,"7 7","2016-04-09 16:17:00",34
17,100,21833,21833,T,1,"2016-04-09 16:17:23",35
17,52,48223,48223,T,2,"2016-04-09 16:18:12",36
17,60,15717,15717,T,true,"2016-04-09 16:18:28",37
17,34,38534,38534,T,6,"2016-04-09 16:19:07",38
17,70,28164,28164,T,"4 5","2016-04-09 16:19:36",39
17,48,95489,98904,T,4,"2016-04-09 16:21:15",40
17,112,44909,44909,T,"8 3","2016-04-09 16:22:01",41
17,5,16760,16760,T,true,"2016-04-09 16:22:18",42
17,123,16881,16881,F,6,"2016-04-09 16:22:35",43
17,82,26349,26349,T,"2 7","2016-04-09 16:23:02",44
17,24,26951,26951,T,"5 3","2016-04-09 16:23:30",45
17,106,17387,17387,T,23,"2016-04-09 16:23:48",46
17,41,24518,24518,T,21,"2016-04-09 16:24:13",47
17,78,21725,21725,T,"4 7","2016-04-09 16:24:35",48
17,29,23143,23143,T,5.00000000,"2016-04-09 16:24:59",49
17,18,31278,31278,T,"false 1","2016-04-09 16:25:30",50
17,51,97984,97984,F,1,"2016-04-09 16:27:09",51
17,102,9310,9310,T,0,"2016-04-09 16:27:19",52
17,11,14870,14870,T,true,"2016-04-09 16:27:34",53
17,47,26068,26068,T,3,"2016-04-09 16:28:01",54
17,58,26351,26351,T,false,"2016-04-09 16:28:28",55
17,69,71528,71528,T,"4 5","2016-04-09 16:29:40",56
17,120,45016,54807,T,32,"2016-04-09 16:30:35",57
17,87,101757,101757,T,4,"2016-04-09 16:32:18",58
17,6,16150,16150,T,true,"2016-04-09 16:32:34",59
17,93,67787,67787,F,"can't dereference non-pointer","2016-04-09 16:33:43",60
17,107,80653,83421,F,208,"2016-04-09 16:35:07",61
17,22,20771,20771,T,"true 1","2016-04-09 16:35:28",62
17,83,82973,92307,T,"5 5 2","2016-04-09 16:37:01",63
17,27,13508,13508,T,4,"2016-04-09 16:37:15",64
17,126,25386,25386,T,9,"2016-04-09 16:37:42",65
17,64,27315,27315,T,"7 7","2016-04-09 16:38:10",66
17,76,32045,32045,T,false,"2016-04-09 16:38:42",67
17,54,31825,31825,T,1,"2016-04-09 16:39:15",68
17,42,13383,13383,T,21,"2016-04-09 16:39:29",69
17,12,11006,11006,T,true,"2016-04-09 16:39:40",70
17,57,23404,23404,T,false,"2016-04-09 16:40:04",71
17,90,72437,72437,T,4,"2016-04-09 16:41:17",72
17,119,42368,42368,T,5,"2016-04-09 16:42:00",73
17,45,21501,21501,T,2,"2016-04-09 16:42:22",74
17,36,40937,40937,F,"2 5","2016-04-09 16:43:04",75
17,84,89903,110000,F,"11 11 55","2016-04-09 16:44:54",76
17,28,17598,17598,T,6,"2016-04-09 16:45:12",77
17,113,17952,17952,T,7,"2016-04-09 16:45:31",78
17,125,37692,37692,T,7,"2016-04-09 16:46:09",79
17,96,17718,17718,T,e,"2016-04-09 16:46:27",80
17,63,33662,33662,F,"8 8","2016-04-09 16:47:01",81
17,9,25373,25373,T,true,"2016-04-09 16:47:42",83
18,85,60766,86169,T,"2 0","2016-04-09 18:42:59",0
18,42,10919,10919,T,21,"2016-04-09 18:43:11",1
18,43,42315,50299,F,abcdef,"2016-04-09 18:44:01",2
18,119,13193,13193,F,261,"2016-04-09 18:44:15",3
18,56,31160,31160,T,true,"2016-04-09 18:44:46",4
18,8,6994,6994,T,6,"2016-04-09 18:44:54",5
18,80,26652,26652,T,"6 8","2016-04-09 18:45:21",6
18,5,13877,13877,T,true,"2016-04-09 18:45:35",7
18,31,23793,23793,T,7,"2016-04-09 18:46:00",8
18,113,50139,57553,F,9,"2016-04-09 18:46:57",9
18,54,66551,74098,T,1,"2016-04-09 18:48:12",10
18,25,14910,14910,T,5,"2016-04-09 18:48:27",11
18,121,18335,18335,T,4,"2016-04-09 18:48:46",12
18,20,49907,49907,T,"6 -1","2016-04-09 18:49:36",13
18,18,15830,15830,T,"false 1","2016-04-09 18:49:53",14
18,74,8534,8534,T,true,"2016-04-09 18:50:02",15
18,120,30342,30342,T,32,"2016-04-09 18:50:32",16
18,101,6322,6322,T,0,"2016-04-09 18:50:39",17
18,65,119381,356535,T,"8 8","2016-04-09 18:56:36",18
18,96,19586,19586,T,e,"2016-04-09 18:56:59",19
18,67,16142,16142,F,"""abcdef""","2016-04-09 18:57:15",20
18,104,11167,11167,T,g,"2016-04-09 18:57:27",21
18,47,28012,28012,T,3,"2016-04-09 18:57:55",22
18,32,59322,65251,T,9,"2016-04-09 18:59:01",23
18,11,17287,17287,T,true,"2016-04-09 18:59:18",24
18,122,6778,6778,T,4,"2016-04-09 18:59:26",25
18,6,16854,16854,T,true,"2016-04-09 18:59:43",26
18,55,21501,21501,T,true,"2016-04-09 19:00:05",27
18,24,36194,36194,T,"5 3","2016-04-09 19:00:41",28
18,30,9180,9180,T,9,"2016-04-09 19:00:51",29
18,79,64395,158635,T,"4 10","2016-04-09 19:03:30",30
18,17,20006,20006,F,"false 2","2016-04-09 19:03:51",31
18,62,24675,42125,T,"2 1","2016-04-09 19:04:33",32
18,97,18423,18423,T,2,"2016-04-09 19:04:52",33
18,108,34179,34179,T,0,"2016-04-09 19:05:29",34
18,41,22115,22115,T,21,"2016-04-09 19:05:51",35
18,89,52440,52440,F,7,"2016-04-09 19:06:44",36
18,110,17069,17069,T,3,"2016-04-09 19:07:02",37
18,115,8289,8289,T,1,"2016-04-09 19:07:11",38
18,92,13601,13601,T,b,"2016-04-09 19:07:25",39
18,126,38374,38374,T,9,"2016-04-09 19:08:03",40
18,19,10615,10615,F,"2 1","2016-04-09 19:08:14",41
18,1,27882,27882,T,false,"2016-04-09 19:08:43",42
18,68,18415,18415,F,abcdef,"2016-04-09 19:09:02",43
18,84,22427,109411,T,"11 11 10","2016-04-09 19:10:51",44
18,77,41652,62732,T,"3 9","2016-04-09 19:11:55",45
18,61,33969,45448,F,"1 1","2016-04-09 19:12:40",46
18,49,14918,14918,T,1,"2016-04-09 19:12:56",47
18,38,11469,11469,T,126,"2016-04-09 19:13:08",48
18,26,5810,5810,T,5,"2016-04-09 19:13:14",49
18,14,11243,11243,T,"3 5","2016-04-09 19:13:25",50
18,116,10892,10892,T,2,"2016-04-09 19:13:37",51
18,7,11036,11036,F,-1,"2016-04-09 19:13:48",52
18,109,16326,16326,T,3,"2016-04-09 19:14:05",53
18,48,31626,31626,F,9,"2016-04-09 19:14:37",54
18,36,10245,10245,T,"5 5","2016-04-09 19:14:48",55
18,2,13394,13394,T,false,"2016-04-09 19:15:01",56
18,23,19750,19750,T,"1 4","2016-04-09 19:15:22",57
18,91,15834,15834,T,e,"2016-04-09 19:15:38",58
18,125,13417,13417,T,7,"2016-04-09 19:15:52",59
18,86,32240,32240,T,"4 0","2016-04-09 19:16:24",60
18,66,34662,51354,F,"8 1","2016-04-09 19:17:16",61
18,72,17368,17368,T,"2 1","2016-04-09 19:17:34",62
18,13,9410,9410,T,"3 5","2016-04-09 19:17:44",63
18,53,19601,19601,T,1,"2016-04-09 19:18:04",64
18,59,11112,11112,T,true,"2016-04-09 19:18:16",65
18,102,5240,5240,T,0,"2016-04-09 19:18:21",66
18,114,26407,26407,T,8,"2016-04-09 19:18:48",67
18,73,8257,8257,T,true,"2016-04-09 19:18:57",68
18,107,7936,7936,T,0,"2016-04-09 19:19:05",69
18,37,10886,10886,F,126,"2016-04-09 19:19:16",70
18,83,39505,39505,T,"5 5 2","2016-04-09 19:19:56",71
18,29,6580,6580,T,5,"2016-04-09 19:20:03",72
18,90,29055,35467,F,8,"2016-04-09 19:20:39",73
18,35,16539,22589,T,"2 2","2016-04-09 19:21:02",74
18,71,10473,10473,F,"1 2","2016-04-09 19:21:13",75
18,44,26664,26664,F,c,"2016-04-09 19:21:40",76
18,12,8406,8406,T,true,"2016-04-09 19:21:49",77
18,60,10215,10215,T,true,"2016-04-09 19:22:00",78
18,50,7450,7450,T,1,"2016-04-09 19:22:08",79
18,95,19257,19257,T,s,"2016-04-09 19:22:27",80
18,78,15572,15572,T,"4 7","2016-04-09 19:22:43",81
18,98,5214,5214,T,2,"2016-04-09 19:22:49",82
18,103,28623,28623,F,i,"2016-04-09 19:23:18",83
19,111,44793,44793,F,"1 5","2016-04-10 16:24:20",0
19,3,10090,10090,F,false,"2016-04-10 16:24:31",1
19,80,24665,24665,F,"4 8","2016-04-10 16:24:56",2
19,16,32737,45827,F,"true 0","2016-04-10 16:25:42",3
19,68,16538,16538,F,abcdef,"2016-04-10 16:25:59",4
19,73,13304,13304,F,false,"2016-04-10 16:26:13",5
19,87,20340,20340,F,0,"2016-04-10 16:26:34",6
19,64,14325,14325,F,"6 1","2016-04-10 16:26:49",7
19,43,10931,10931,F,abcdef,"2016-04-10 16:27:00",8
19,95,21904,21904,T,s,"2016-04-10 16:27:23",9
19,123,14165,14165,T,3,"2016-04-10 16:27:37",10
19,105,7963,7963,F,013,"2016-04-10 16:27:46",11
19,34,17768,17768,T,6,"2016-04-10 16:28:04",12
19,8,9143,9143,T,6,"2016-04-10 16:28:13",13
19,19,35613,35613,F,"2 1","2016-04-10 16:28:50",14
19,28,5263,5263,T,6,"2016-04-10 16:28:55",15
19,50,10777,10777,T,1,"2016-04-10 16:29:07",16
19,117,19538,48105,F,5,"2016-04-10 16:29:55",17
19,4,12619,12619,T,true,"2016-04-10 16:30:08",18
19,74,17075,17075,T,true,"2016-04-10 16:30:26",19
19,100,4795,4795,T,1,"2016-04-10 16:30:31",20
19,113,5391,5391,F,4,"2016-04-10 16:30:37",21
19,63,26150,26150,F,"6 6","2016-04-10 16:31:04",22
19,85,25634,25634,F,"4 5","2016-04-10 16:31:42",24
19,14,17100,17100,T,"3 5","2016-04-10 16:32:00",25
19,82,16501,82439,T,"2 7","2016-04-10 16:33:23",26
19,21,24363,24363,F,"true 2","2016-04-10 16:33:48",27
19,96,20279,21081,T,e,"2016-04-10 16:34:09",28
19,106,7605,7605,T,23,"2016-04-10 16:34:17",29
19,124,101266,101266,F,4,"2016-04-10 16:35:59",30
19,45,65814,71494,F,na,"2016-04-10 16:37:11",31
19,55,15501,15501,F,false,"2016-04-10 16:37:27",32
19,9,10387,18505,F,false,"2016-04-10 16:37:46",33
19,49,21361,21361,T,1,"2016-04-10 16:38:08",34
19,2,9276,9276,T,false,"2016-04-10 16:38:18",35
19,26,4436,4436,T,5,"2016-04-10 16:38:23",36
19,61,21530,21530,T,"2 1","2016-04-10 16:38:45",37
19,38,10394,10394,T,126,"2016-04-10 16:38:56",38
19,69,34001,34874,F,"4 1","2016-04-10 16:39:31",39
19,101,13112,13112,T,0,"2016-04-10 16:39:45",40
19,94,8543,8543,T,d,"2016-04-10 16:39:54",41
19,114,29774,129045,F,5,"2016-04-10 16:42:03",42
19,120,14923,14923,T,32,"2016-04-10 16:42:18",43
19,22,49343,64590,F,true,"2016-04-10 16:43:24",44
19,126,16924,16924,F,8,"2016-04-10 16:43:41",45
19,32,9503,9503,T,9,"2016-04-10 16:43:51",46
19,56,37539,64764,F,false,"2016-04-10 16:44:56",47
19,75,21423,21423,F,true,"2016-04-10 16:45:19",48
19,52,16104,16104,T,2,"2016-04-10 16:45:35",49
19,13,10601,10601,F,"2 6","2016-04-10 16:45:46",50
19,88,17482,17482,F,12,"2016-04-10 16:46:04",51
19,46,7379,7379,T,1,"2016-04-10 16:46:12",52
19,108,9198,9198,T,0,"2016-04-10 16:46:22",53
19,1,16169,16169,T,false,"2016-04-10 16:46:38",54
19,25,18910,18910,T,5,"2016-04-10 16:46:58",55
19,37,12604,12604,F,126,"2016-04-10 16:47:11",56
19,62,8104,8104,F,"1 2","2016-04-10 16:47:19",57
19,125,10017,10017,T,7,"2016-04-10 16:47:30",58
19,67,13697,13697,F,abcdef,"2016-04-10 16:47:44",59
19,99,11979,12615,T,1,"2016-04-10 16:47:57",60
19,33,31964,31964,F,5,"2016-04-10 16:48:29",61
19,51,13639,17893,F,true,"2016-04-10 16:48:49",62
19,93,9865,9865,T,v,"2016-04-10 16:49:00",63
19,79,12844,12844,F,"2 10","2016-04-10 16:49:13",64
19,86,21507,51977,F,"5 5","2016-04-10 16:50:05",65
19,118,11695,11695,F,5,"2016-04-10 16:50:18",66
19,10,7768,7768,T,true,"2016-04-10 16:50:26",67
19,44,5025,5025,F,c,"2016-04-10 16:50:31",68
19,57,12803,12803,F,true,"2016-04-10 16:50:56",70
19,27,8547,8547,T,4,"2016-04-10 16:51:05",71
19,15,32944,32944,T,"true 1","2016-04-10 16:51:39",72
19,20,30373,47134,F,"5 -1","2016-04-10 16:52:26",73
19,112,62561,69934,F,"7 1","2016-04-10 16:53:37",74
19,102,8000,8000,T,0,"2016-04-10 16:53:45",75
19,107,8359,8359,F,13,"2016-04-10 16:53:54",76
19,70,15035,15035,T,"4 5","2016-04-10 16:54:10",77
19,31,13083,13083,F,5,"2016-04-10 16:54:23",78
19,76,7101,7101,T,false,"2016-04-10 16:54:31",79
19,119,11404,11404,F,261,"2016-04-10 16:54:43",80
19,81,15758,15758,T,"1 6","2016-04-10 16:54:59",81
19,7,9129,9129,T,0,"2016-04-10 16:55:08",82
19,58,10210,10210,T,false,"2016-04-10 16:55:19",83
20,71,29263,57693,F,"1 2","2016-04-10 19:16:09",0
20,57,24729,26937,T,false,"2016-04-10 19:16:37",1
20,11,24390,32939,T,true,"2016-04-10 19:17:10",2
20,48,23365,44421,F,2,"2016-04-10 19:17:55",3
20,33,25171,46583,F,9,"2016-04-10 19:18:43",4
20,108,29438,37646,T,0,"2016-04-10 19:19:21",5
20,24,23377,38125,F,"5 6","2016-04-10 19:20:00",6
20,96,39370,39370,F,d,"2016-04-10 19:20:40",7
20,116,15782,15782,T,2,"2016-04-10 19:20:56",8
20,65,40417,50863,F,"3 6","2016-04-10 19:21:48",9
20,98,7815,7815,T,2,"2016-04-10 19:22:33",11
20,4,18540,18540,T,true,"2016-04-10 19:22:52",12
20,78,23807,61698,T,"4 7","2016-04-10 19:23:54",13
20,82,16896,16896,T,"2 7","2016-04-10 19:24:12",14
20,72,16534,16534,T,"2 1","2016-04-10 19:24:29",15
20,30,19294,19294,T,9.0,"2016-04-10 19:24:49",16
20,54,23974,23974,T,1,"2016-04-10 19:25:14",17
20,109,22611,26659,T,3,"2016-04-10 19:25:41",18
20,9,19981,19981,T,true,"2016-04-10 19:26:02",19
20,122,15964,15964,T,4,"2016-04-10 19:26:18",20
20,16,23870,23870,T,"true 1","2016-04-10 19:26:43",21
20,59,13630,13630,T,true,"2016-04-10 19:26:57",22
20,46,8838,8838,T,1,"2016-04-10 19:27:06",23
20,103,24327,24327,F,1,"2016-04-10 19:27:31",24
20,97,8646,8646,T,2,"2016-04-10 19:27:41",25
20,76,11272,11272,T,false,"2016-04-10 19:27:53",26
20,81,24458,28841,F,"1 5","2016-04-10 19:28:22",27
20,87,33057,92456,T,4,"2016-04-10 19:29:55",28
20,70,34395,34395,T,"4 5","2016-04-10 19:30:30",29
20,42,11845,11845,T,21,"2016-04-10 19:30:42",30
20,91,10876,10876,F,2,"2016-04-10 19:30:54",31
20,120,25539,42652,T,32,"2016-04-10 19:31:37",32
20,22,19420,19420,T,"true 1","2016-04-10 19:31:57",33
20,36,13250,13250,T,"5 5","2016-04-10 19:32:11",34
20,60,21823,21823,T,true,"2016-04-10 19:32:34",35
20,12,13560,13560,T,true,"2016-04-10 19:32:48",36
20,3,9401,9401,T,true,"2016-04-10 19:32:58",37
20,51,40889,72976,T,2,"2016-04-10 19:34:12",38
20,113,33250,42326,T,7,"2016-04-10 19:34:54",39
20,47,30612,30612,F,7,"2016-04-10 19:35:26",40
20,83,23669,47449,F,"3 5 0","2016-04-10 19:36:14",41
20,64,24615,25297,T,"7 7","2016-04-10 19:36:40",42
20,15,26356,30084,F,"false 1","2016-04-10 19:37:10",43
20,107,29058,93900,F,208,"2016-04-10 19:38:45",44
20,121,16675,38754,T,4,"2016-04-10 19:39:24",45
20,88,43028,163048,T,1,"2016-04-10 19:42:10",46
20,29,7821,7821,T,5,"2016-04-10 19:42:18",47
20,21,12536,12536,T,"true 1","2016-04-10 19:42:31",48
20,69,34506,50270,F,"4 8","2016-04-10 19:43:22",49
20,41,15334,15334,T,21,"2016-04-10 19:43:38",50
20,75,9712,9712,F,true,"2016-04-10 19:43:49",51
20,110,10513,10513,T,3,"2016-04-10 19:44:00",52
20,102,10319,10319,T,0,"2016-04-10 19:44:11",53
20,5,11602,11602,T,true,"2016-04-10 19:44:23",54
20,63,34193,37148,F,"3 6","2016-04-10 19:45:01",55
20,92,23683,30074,T,b,"2016-04-10 19:45:31",56
20,18,15901,15901,T,"false 1","2016-04-10 19:45:48",57
20,104,8602,8602,T,g,"2016-04-10 19:45:57",58
20,119,32739,32739,F,2,"2016-04-10 19:46:31",59
20,35,16351,16351,T,"2 2","2016-04-10 19:46:47",60
20,28,15468,15468,T,6,"2016-04-10 19:47:04",61
20,90,25712,77183,T,4,"2016-04-10 19:48:21",62
20,125,35181,36506,T,7,"2016-04-10 19:48:59",63
20,58,18294,18294,T,false,"2016-04-10 19:49:18",64
20,52,25746,40862,T,2,"2016-04-10 19:49:59",65
20,10,8670,8670,T,true,"2016-04-10 19:50:08",66
20,45,11490,11490,F,5,"2016-04-10 19:50:20",67
20,77,26694,26694,F,"0 9","2016-04-10 19:50:48",68
20,6,11062,11062,T,true,"2016-04-10 19:50:59",69
20,17,27479,27479,F,"true 1","2016-04-10 19:51:28",70
20,84,37329,42977,F,"2 11 0","2016-04-10 19:52:11",71
20,95,25389,32690,F,4,"2016-04-10 19:52:44",72
20,114,22660,37845,T,8,"2016-04-10 19:53:23",73
20,34,21446,21446,T,6,"2016-04-10 19:53:45",74
20,115,15620,15620,T,1,"2016-04-10 19:54:01",75
20,101,8672,8672,T,0,"2016-04-10 19:54:11",76
20,126,14589,14589,T,9,"2016-04-10 19:54:26",77
20,66,16789,16789,T,"8 8","2016-04-10 19:54:54",79
20,23,24418,24418,T,"1 4","2016-04-10 19:55:19",80
20,27,9513,9513,T,4,"2016-04-10 19:55:29",81
20,89,23912,50202,T,2,"2016-04-10 19:56:20",82
20,53,31752,31752,T,1,"2016-04-10 19:56:53",83
21,68,19760,19760,F,abcdef,"2016-04-10 21:11:03",0
21,49,60656,60656,T,1,"2016-04-10 21:12:06",1
21,23,19182,19182,F,"2 5","2016-04-10 21:12:26",2
21,65,73633,133998,T,"8 8","2016-04-10 21:14:41",3
21,5,17736,104581,T,true,"2016-04-10 21:16:27",4
21,95,33230,41148,T,s,"2016-04-10 21:17:09",5
21,125,35344,55177,T,7,"2016-04-10 21:18:05",6
21,43,50911,58892,T,def,"2016-04-10 21:19:05",7
21,107,18852,31738,T,0,"2016-04-10 21:19:37",8
21,25,27495,34450,T,5,"2016-04-10 21:20:13",9
21,11,36777,43203,T,true,"2016-04-10 21:20:57",10
21,113,35810,68356,T,7,"2016-04-10 21:22:06",11
21,73,12993,12993,F,false,"2016-04-10 21:22:20",12
21,79,49988,100681,T,"4 10","2016-04-10 21:24:01",13
21,86,52366,189187,T,"4 0","2016-04-10 21:27:11",14
21,14,75286,85187,T,"3 5","2016-04-10 21:28:37",15
21,117,45438,71684,T,4,"2016-04-10 21:29:50",16
21,54,36156,46459,T,1,"2016-04-10 21:30:37",17
21,31,35869,35869,T,7,"2016-04-10 21:31:14",18
21,42,17544,17544,T,21,"2016-04-10 21:31:33",19
